image_name,features
0df78ee76bafd3a9.jpg,"[27.73470687866211, 25.834218978881836, 22.570199966430664, 23.295560836791992, 23.90218734741211, 16.353971481323242, 13.755522727966309, 18.57497787475586, 53.6544189453125, 37.482051849365234, 23.55692481994629, 20.9583683013916, 21.52973747253418, 17.241079330444336, 17.87967300415039, 29.915462493896484, 54.12998962402344, 29.46877670288086, 18.142629623413086, 17.744159698486328, 21.859176635742188, 21.155479431152344, 23.689783096313477, 37.35014724731445, 28.345157623291016, 18.341121673583984, 14.200403213500977, 16.982900619506836, 25.891674041748047, 24.156648635864258, 22.09940528869629, 25.785789489746094, 36.33251953125, 27.6984920501709, 24.591121673583984, 29.320730209350586, 32.88594055175781, 23.09027099609375, 16.434154510498047, 20.306392669677734, 86.95072174072266, 41.73640441894531, 24.90505599975586, 27.954120635986328, 29.603548049926758, 20.44721794128418, 18.00966453552246, 38.783241271972656, 85.52920532226562, 37.24723815917969, 17.28037452697754, 21.355884552001953, 31.27474594116211, 29.69307518005371, 26.30002212524414, 41.98905944824219, 36.92289733886719, 20.61055564880371, 16.425870895385742, 23.946474075317383, 35.53780746459961, 30.70847511291504, 24.700403213500977, 28.17406463623047, 36.67215347290039, 21.147409439086914, 16.939252853393555, 23.37436294555664, 33.282073974609375, 29.638700485229492, 24.04694175720215, 26.888805389404297, 87.26115417480469, 39.027610778808594, 18.1135311126709, 20.914400100708008, 29.637849807739258, 27.491079330444336, 24.482582092285156, 41.36968994140625, 85.42130279541016, 41.812232971191406, 26.0, 30.134239196777344, 31.149639129638672, 21.158666610717773, 16.90505599975586, 37.15633010864258, 36.974403381347656, 27.679162979125977, 24.53685188293457, 30.887744903564453, 35.360130310058594, 24.086448669433594, 16.3734073638916, 20.518478393554688, 28.38944435119629, 18.860132217407227, 14.146027565002441, 17.00446128845215, 24.519859313964844, 23.11066246032715, 21.553525924682617, 25.894859313964844, 54.178314208984375, 30.784408569335938, 18.414081573486328, 17.814783096313477, 21.455713272094727, 20.41652488708496, 22.496389389038086, 37.536956787109375, 54.318607330322266, 38.57975769042969, 23.92310905456543, 21.674278259277344, 21.662702560424805, 17.252124786376953, 17.446367263793945, 29.28037452697754, 28.046091079711914, 26.075721740722656, 22.636363983154297, 23.88593864440918, 25.508176803588867, 16.77686882019043, 13.875955581665039, 18.326677322387695]"
0f899aca6d0fb6e1.jpg,"[32.678897857666016, 23.071901321411133, 15.820140838623047, 19.01429557800293, 29.4687442779541, 15.018135070800781, 10.690847396850586, 17.61702537536621, 65.40388488769531, 35.09920883178711, 17.4687442779541, 17.661190032958984, 25.753360748291016, 14.88137435913086, 13.384040832519531, 27.991252899169922, 68.17559051513672, 28.99210548400879, 13.201194763183594, 14.42564582824707, 23.451675415039062, 17.334543228149414, 16.022829055786133, 33.42841720581055, 32.52400207519531, 16.104543685913086, 9.927458763122559, 14.789844512939453, 29.15660285949707, 20.275869369506836, 15.299338340759277, 22.031150817871094, 41.83955764770508, 24.47343635559082, 17.91935157775879, 24.186687469482422, 38.071685791015625, 21.20930290222168, 12.698314666748047, 20.51226806640625, 90.0416030883789, 36.81502151489258, 20.202688217163086, 26.7851505279541, 36.98719787597656, 19.644121170043945, 13.853424072265625, 33.726905822753906, 95.49839782714844, 37.57862091064453, 14.193513870239258, 18.71837043762207, 32.12908172607422, 23.790910720825195, 17.720077514648438, 34.54896545410156, 42.30894088745117, 19.38404083251953, 12.421378135681152, 20.955835342407227, 37.71879577636719, 24.87113380432129, 16.333049774169922, 23.184125900268555, 41.923404693603516, 20.532323837280273, 13.467036247253418, 20.93194007873535, 37.561126708984375, 24.569446563720703, 17.524215698242188, 24.578834533691406, 90.96159362792969, 33.60593032836914, 13.77832317352295, 19.803499221801758, 36.40772247314453, 27.23575782775879, 20.039043426513672, 36.81587219238281, 94.90335083007812, 35.05461883544922, 17.872413635253906, 23.994665145874023, 32.50906753540039, 19.16727066040039, 14.370599746704102, 36.65777587890625, 42.06998062133789, 23.276935577392578, 16.9315128326416, 24.952207565307617, 37.52528381347656, 20.765735626220703, 12.599957466125488, 19.155750274658203, 32.92404556274414, 17.7369327545166, 10.716663360595703, 15.294004440307617, 29.045230865478516, 19.610624313354492, 15.996585845947266, 22.552379608154297, 65.4841079711914, 28.256454467773438, 13.139961242675781, 15.174525260925293, 25.406869888305664, 18.586515426635742, 17.64476203918457, 34.03861618041992, 67.54170989990234, 34.51632308959961, 16.86430549621582, 17.331342697143555, 23.278642654418945, 15.024749755859375, 13.607638359069824, 27.88180160522461, 32.661617279052734, 22.141454696655273, 15.743119239807129, 19.843610763549805, 28.884361267089844, 14.762107849121094, 10.508001327514648, 16.67164421081543]"
1cca48c57103a42c.jpg,"[35.22875213623047, 24.385761260986328, 17.261865615844727, 19.059879302978516, 25.552152633666992, 14.350165367126465, 10.378863334655762, 18.068708419799805, 66.08499145507812, 35.382450103759766, 17.936534881591797, 17.196191787719727, 20.559051513671875, 14.745585441589355, 13.827262878417969, 28.43625831604004, 62.790287017822266, 28.406457901000977, 13.006898880004883, 14.906181335449219, 24.46633529663086, 19.105960845947266, 18.052152633666992, 33.986202239990234, 33.1208610534668, 16.363134384155273, 9.88962459564209, 15.134382247924805, 30.11092758178711, 21.082229614257812, 16.64376449584961, 23.221302032470703, 44.452537536621094, 25.690120697021484, 18.201711654663086, 23.669702529907227, 33.466609954833984, 20.75082778930664, 13.4401216506958, 20.444259643554688, 91.92135620117188, 37.8261604309082, 19.64983367919922, 24.704469680786133, 30.413631439208984, 19.471302032470703, 14.030904769897461, 33.84050750732422, 91.0549087524414, 36.40314483642578, 13.857339859008789, 19.341886520385742, 33.671634674072266, 24.992273330688477, 18.978200912475586, 35.395694732666016, 42.388797760009766, 18.94950294494629, 12.321191787719727, 21.456125259399414, 39.02042007446289, 25.75965690612793, 18.352373123168945, 25.145971298217773, 44.3115348815918, 19.818708419799805, 12.118653297424316, 19.983718872070312, 33.840782165527344, 24.83057403564453, 18.424116134643555, 25.917219161987305, 91.7215805053711, 34.359825134277344, 13.699779510498047, 17.993654251098633, 30.588300704956055, 26.148731231689453, 19.552152633666992, 37.61423873901367, 91.04194641113281, 35.48923873901367, 19.083885192871094, 24.90314483642578, 33.387969970703125, 19.32174301147461, 14.143487930297852, 36.682395935058594, 42.8380241394043, 24.26959228515625, 18.012693405151367, 25.591611862182617, 39.0488395690918, 21.11065101623535, 13.040562629699707, 20.71274757385254, 34.04966735839844, 17.809326171875, 10.239514350891113, 13.779801368713379, 26.177980422973633, 20.078641891479492, 16.676876068115234, 24.05408477783203, 64.2215805053711, 28.761314392089844, 13.408112525939941, 13.944536209106445, 21.538908004760742, 18.179912567138672, 17.396522521972656, 35.25469207763672, 63.50910568237305, 34.31236267089844, 17.50882911682129, 18.09023094177246, 24.27814483642578, 14.668598175048828, 13.213851928710938, 29.269039154052734, 33.130794525146484, 23.80132484436035, 16.729856491088867, 20.532560348510742, 30.273731231689453, 14.610099792480469, 10.068157196044922, 17.322847366333008]"
200046eca85cd992.jpg,"[29.640064239501953, 24.646928787231445, 18.804462432861328, 21.726001739501953, 27.571779251098633, 17.513792037963867, 13.253156661987305, 18.80323600769043, 58.099056243896484, 36.97327423095703, 20.92068099975586, 20.565771102905273, 24.216501235961914, 17.797351837158203, 17.453229904174805, 31.68407440185547, 57.08434295654297, 29.989702224731445, 17.42380714416504, 16.49393081665039, 19.979036331176758, 19.95574378967285, 22.75395393371582, 39.63699722290039, 28.20632553100586, 18.1141357421875, 13.773446083068848, 15.745126724243164, 21.46193504333496, 21.69498634338379, 21.670467376708984, 26.422826766967773, 37.78901672363281, 26.223121643066406, 21.579748153686523, 29.33995246887207, 38.51771545410156, 25.022802352905273, 15.789015769958496, 20.62559700012207, 90.67451477050781, 41.293121337890625, 22.9155330657959, 28.666053771972656, 33.656368255615234, 21.355031967163086, 17.66213035583496, 41.28564453125, 85.4908676147461, 36.43067169189453, 17.2871150970459, 21.120019912719727, 30.234031677246094, 28.754322052001953, 25.99178695678711, 43.276939392089844, 36.56528091430664, 21.078460693359375, 16.76645851135254, 22.208900451660156, 29.61431884765625, 26.70185089111328, 23.47333526611328, 27.608312606811523, 38.08164596557617, 20.154958724975586, 15.087777137756348, 23.746231079101562, 38.47946548461914, 30.790363311767578, 22.393281936645508, 26.25389289855957, 90.3204574584961, 40.857913970947266, 17.104082107543945, 20.91737174987793, 33.805320739746094, 29.91761589050293, 23.714723587036133, 40.72600173950195, 85.15275573730469, 43.03346633911133, 25.992767333984375, 29.03028106689453, 30.56981658935547, 21.305137634277344, 17.583669662475586, 36.23832321166992, 36.337379455566406, 27.821380615234375, 23.55547332763672, 26.9987735748291, 29.40480613708496, 21.63785743713379, 16.56528091430664, 20.7702579498291, 29.68248176574707, 18.8842716217041, 13.377467155456543, 17.263086318969727, 27.34755516052246, 22.991050720214844, 18.949981689453125, 24.759225845336914, 57.33284378051758, 31.952678680419922, 17.264680862426758, 17.627681732177734, 24.178987503051758, 22.092191696166992, 21.417800903320312, 35.95071792602539, 57.072330474853516, 39.448204040527344, 22.386661529541016, 20.35417366027832, 20.547504425048828, 17.40811538696289, 17.506803512573242, 29.367904663085938, 27.9439754486084, 26.384944915771484, 21.665441513061523, 21.751869201660156, 21.49822235107422, 15.78264045715332, 13.40811538696289, 17.702341079711914]"
50100f0b149c5668.jpg,"[28.04196548461914, 24.48828887939453, 20.330188751220703, 20.27065658569336, 22.257320404052734, 14.071893692016602, 12.653871536254883, 16.763500213623047, 54.4183464050293, 34.715354919433594, 20.775861740112305, 20.3038387298584, 23.43754005432129, 16.64671516418457, 16.671112060546875, 27.844501495361328, 53.10605239868164, 25.997398376464844, 15.310019493103027, 18.98958969116211, 29.205921173095703, 21.671112060546875, 21.71632957458496, 35.244956970214844, 24.098894119262695, 15.064736366271973, 13.142485618591309, 18.514965057373047, 29.264801025390625, 21.639556884765625, 20.675016403198242, 23.566688537597656, 38.022769927978516, 25.45771026611328, 22.555301666259766, 26.878009796142578, 31.97852897644043, 19.860116958618164, 14.573844909667969, 18.76154899597168, 88.26382446289062, 37.441768646240234, 23.837995529174805, 29.244632720947266, 33.10442352294922, 20.149967193603516, 17.493167877197266, 40.23942565917969, 83.07709503173828, 34.563758850097656, 15.856213569641113, 23.11450958251953, 42.033180236816406, 34.67046356201172, 25.609304428100586, 39.36336898803711, 32.22413635253906, 16.515939712524414, 15.373455047607422, 27.252439498901367, 41.29050064086914, 30.1785945892334, 23.16753387451172, 25.41704559326172, 38.41054153442383, 19.17794418334961, 16.15419578552246, 21.534807205200195, 31.65679931640625, 24.78367042541504, 21.577098846435547, 25.710800170898438, 88.01333618164062, 40.366947174072266, 18.607351303100586, 20.9456729888916, 33.18672561645508, 28.305139541625977, 23.08490562438965, 37.83441925048828, 82.77326202392578, 39.64411163330078, 26.11320686340332, 34.9970703125, 42.04912185668945, 23.107027053833008, 15.425178527832031, 34.38646697998047, 31.726089477539062, 24.1795711517334, 23.75146484375, 31.618412017822266, 41.152244567871094, 24.910865783691406, 14.744307518005371, 17.36467170715332, 28.286922454833984, 16.960962295532227, 14.310019493103027, 15.353285789489746, 22.47625160217285, 18.673389434814453, 18.97722816467285, 24.85393714904785, 55.5156135559082, 30.175992965698242, 18.493167877197266, 17.786922454833984, 23.451854705810547, 18.63370132446289, 19.153221130371094, 34.10377502441406, 52.766754150390625, 36.61353302001953, 23.3659725189209, 22.89459991455078, 28.67469024658203, 18.07286834716797, 14.763825416564941, 24.05302619934082, 23.94795036315918, 23.4300594329834, 21.787248611450195, 23.328887939453125, 28.591087341308594, 16.535459518432617, 12.196486473083496, 14.683149337768555]"
5e4722478ab9c699.jpg,"[26.493122100830078, 27.232141494750977, 24.39204978942871, 25.046676635742188, 24.360990524291992, 17.918537139892578, 15.471026420593262, 19.22122573852539, 48.65924072265625, 38.68630599975586, 25.179874420166016, 22.458337783813477, 22.631200790405273, 19.124589920043945, 19.151033401489258, 29.070636749267578, 48.288490295410156, 30.29621124267578, 19.456829071044922, 20.235868453979492, 26.062471389770508, 24.03327751159668, 24.192119598388672, 35.69633483886719, 26.458070755004883, 19.30677032470703, 15.915165901184082, 20.008695602416992, 28.800249099731445, 26.56615447998047, 23.3734130859375, 25.94391632080078, 34.213504791259766, 28.34208869934082, 26.718873977661133, 31.849853515625, 33.96006774902344, 25.09379768371582, 17.805484771728516, 21.021474838256836, 80.24962615966797, 42.64113998413086, 28.0126895904541, 30.772829055786133, 31.09885597229004, 22.42115592956543, 18.288225173950195, 35.53403091430664, 81.71426391601562, 39.209957122802734, 19.132930755615234, 23.4754638671875, 34.76865768432617, 31.782766342163086, 25.564735412597656, 38.91632080078125, 35.109947204589844, 21.00834083557129, 18.04170799255371, 27.167095184326172, 39.34634780883789, 33.82997512817383, 26.15635871887207, 28.061674118041992, 33.84470748901367, 21.145709991455078, 17.7601375579834, 24.672908782958984, 34.17721176147461, 32.23728942871094, 27.16674041748047, 28.490549087524414, 80.03549194335938, 35.89555358886719, 18.48274040222168, 22.33782958984375, 31.43668556213379, 31.364273071289062, 27.978702545166016, 42.1043586730957, 81.98047637939453, 39.26506423950195, 25.458425521850586, 31.856597900390625, 34.75685501098633, 23.091402053833008, 19.237377166748047, 39.183067321777344, 35.19779968261719, 28.022096633911133, 26.004348754882812, 33.799007415771484, 39.28644943237305, 27.147218704223633, 18.284053802490234, 21.418760299682617, 26.086698532104492, 19.205963134765625, 15.741592407226562, 18.130090713500977, 24.842132568359375, 25.38894271850586, 24.616825103759766, 27.18138313293457, 47.743900299072266, 28.82660484313965, 19.576980590820312, 19.679119110107422, 23.104623794555664, 22.70272445678711, 25.297452926635742, 38.2979850769043, 48.844261169433594, 36.1267204284668, 24.168161392211914, 24.291507720947266, 25.88428497314453, 19.834590911865234, 19.468542098999023, 29.99467658996582, 26.876386642456055, 26.341644287109375, 23.45567512512207, 26.044635772705078, 28.844263076782227, 19.792795181274414, 16.106929779052734, 18.98526954650879]"
685ec158610ee9c3.jpg,"[32.337528228759766, 24.02555274963379, 15.898550987243652, 19.912281036376953, 24.973684310913086, 14.063310623168945, 10.578947067260742, 18.53699493408203, 62.56216812133789, 35.5125846862793, 16.80930519104004, 17.6685733795166, 21.146072387695312, 15.096490859985352, 13.585049629211426, 30.929824829101562, 61.171241760253906, 27.34630012512207, 12.403509140014648, 14.876811981201172, 24.204423904418945, 20.38138771057129, 18.64912223815918, 37.18115997314453, 32.21891784667969, 16.470251083374023, 9.65865707397461, 15.242944717407227, 28.56559944152832, 21.840198516845703, 16.842487335205078, 24.412281036376953, 44.22654342651367, 24.636919021606445, 16.771930694580078, 24.701753616333008, 33.54652786254883, 20.247520446777344, 12.802059173583984, 21.07513427734375, 92.3951187133789, 35.421051025390625, 17.628910064697266, 25.55148696899414, 31.961097717285156, 19.910755157470703, 14.701373100280762, 38.676963806152344, 89.8932113647461, 34.315025329589844, 12.912662506103516, 19.61517906188965, 36.4046516418457, 29.310449600219727, 20.429824829101562, 38.01906967163086, 41.49351501464844, 19.016399383544922, 12.16437816619873, 21.712432861328125, 39.678871154785156, 27.366132736206055, 17.61060333251953, 24.665903091430664, 44.897789001464844, 20.764301300048828, 11.68344783782959, 19.65217399597168, 32.92906188964844, 24.49046516418457, 17.39778709411621, 25.140731811523438, 91.66857147216797, 38.41456985473633, 14.614797592163086, 19.481693267822266, 32.1899299621582, 26.589244842529297, 19.234935760498047, 35.615562438964844, 89.9748306274414, 37.87070846557617, 21.420289993286133, 30.029748916625977, 36.38672637939453, 19.662090301513672, 12.918764114379883, 34.77955627441406, 41.094966888427734, 24.937833786010742, 18.739892959594727, 28.351640701293945, 39.5030517578125, 22.00495719909668, 11.553775787353516, 18.490846633911133, 34.22959518432617, 18.41533088684082, 10.069412231445312, 14.129672050476074, 25.345537185668945, 19.606407165527344, 15.850495338439941, 23.918764114379883, 61.86918258666992, 30.7852783203125, 14.341723442077637, 15.528604507446289, 22.628910064697266, 18.088863372802734, 17.385202407836914, 35.034324645996094, 60.644927978515625, 36.99351501464844, 19.63310432434082, 20.790998458862305, 24.292524337768555, 15.067124366760254, 12.930206298828125, 27.993135452270508, 31.00800895690918, 24.095346450805664, 17.44851303100586, 22.538902282714844, 28.98550796508789, 14.882532119750977, 9.66018295288086, 16.16170883178711]"
6c413bd13881e4ea.jpg,"[35.35749053955078, 26.20846939086914, 16.112377166748047, 18.753257751464844, 22.1783390045166, 13.727198600769043, 9.385993957519531, 17.293973922729492, 67.44788360595703, 37.26221466064453, 15.998371124267578, 16.4381103515625, 19.360748291015625, 14.221498489379883, 13.118078231811523, 30.140064239501953, 63.08469009399414, 28.027687072753906, 12.181595802307129, 14.487785339355469, 23.37540626525879, 18.607492446899414, 17.628664016723633, 36.15553665161133, 33.034202575683594, 18.078176498413086, 9.78664493560791, 14.366449356079102, 24.289087295532227, 19.236156463623047, 17.21986961364746, 23.608306884765625, 46.32410430908203, 26.544788360595703, 16.5097713470459, 24.1335506439209, 29.556188583374023, 18.424266815185547, 11.796417236328125, 21.070846557617188, 97.31596374511719, 37.21905517578125, 16.41612434387207, 23.83061981201172, 28.486970901489258, 17.27280044555664, 13.45195484161377, 39.505699157714844, 89.51058959960938, 34.443809509277344, 12.268729209899902, 19.50081443786621, 36.657981872558594, 28.172637939453125, 19.514657974243164, 38.2972297668457, 43.33306121826172, 20.567588806152344, 12.233713150024414, 19.798046112060547, 32.4576530456543, 24.538272857666016, 18.140878677368164, 25.62540626525879, 45.443809509277344, 20.5545597076416, 13.156352043151855, 19.59364891052246, 29.224756240844727, 22.392507553100586, 17.380292892456055, 27.38436508178711, 97.61400604248047, 39.35260772705078, 14.17752456665039, 18.828176498413086, 29.04153060913086, 20.893321990966797, 16.671009063720703, 37.06351852416992, 90.05455780029297, 38.120521545410156, 19.126220703125, 28.02280044555664, 35.30211639404297, 18.650651931762695, 12.663681030273438, 35.10504913330078, 43.0195426940918, 25.150651931762695, 16.4902286529541, 23.998371124267578, 31.860748291015625, 20.137622833251953, 13.537459373474121, 20.598533630371094, 33.73859786987305, 17.0097713470459, 10.685667991638184, 13.858305931091309, 22.764657974243164, 20.121335983276367, 17.314332962036133, 24.746742248535156, 66.73290252685547, 31.026872634887695, 13.662866592407227, 14.118078231811523, 19.1783390045166, 15.239413261413574, 16.233713150024414, 35.55374526977539, 64.23860168457031, 38.47882843017578, 17.159608840942383, 18.065961837768555, 22.142507553100586, 13.57898998260498, 11.788273811340332, 27.826547622680664, 32.2304573059082, 25.112377166748047, 16.576547622680664, 19.409608840942383, 23.159608840942383, 13.995928764343262, 9.826547622680664, 17.074918746948242]"
84c540da3f9e5436.jpg,"[26.923498153686523, 26.499937057495117, 24.120786666870117, 24.914417266845703, 24.720985412597656, 16.865158081054688, 14.425052642822266, 18.85545539855957, 46.06580352783203, 35.617366790771484, 26.17315673828125, 24.921506881713867, 25.215822219848633, 18.764522552490234, 18.248538970947266, 28.923995971679688, 47.38611602783203, 30.221172332763672, 19.487747192382812, 19.97785758972168, 24.472322463989258, 22.51051139831543, 23.58465003967285, 35.62271499633789, 27.284114837646484, 18.900360107421875, 15.071277618408203, 18.406890869140625, 24.80905532836914, 23.083593368530273, 22.503917694091797, 26.102872848510742, 35.508148193359375, 28.216196060180664, 27.134096145629883, 33.324668884277344, 36.2098503112793, 24.752456665039062, 16.864660263061523, 20.410125732421875, 78.3384780883789, 41.5561637878418, 30.73740577697754, 37.45279312133789, 38.02861022949219, 23.38748550415039, 18.25637435913086, 37.94477081298828, 83.1190414428711, 41.73703384399414, 20.498817443847656, 24.08533477783203, 35.68901443481445, 32.86602783203125, 26.65941047668457, 40.46821594238281, 37.36360168457031, 20.506282806396484, 16.824480056762695, 25.0389347076416, 35.43836212158203, 31.487995147705078, 25.989177703857422, 27.927602767944336, 34.63142013549805, 19.438859939575195, 17.014057159423828, 25.594850540161133, 36.40415573120117, 33.31085968017578, 27.81328582763672, 28.463863372802734, 78.39159393310547, 36.827964782714844, 18.25674819946289, 23.81627082824707, 37.8242301940918, 36.59248733520508, 30.94775390625, 42.976985931396484, 83.10275268554688, 39.4515495300293, 25.868267059326172, 33.205997467041016, 35.88232421875, 23.7258358001709, 20.87075424194336, 42.60592269897461, 37.586265563964844, 28.209976196289062, 24.924243927001953, 31.689016342163086, 35.69175338745117, 24.969772338867188, 17.07152557373047, 20.48289680480957, 26.34270477294922, 17.71613311767578, 14.549695014953613, 17.939544677734375, 24.671600341796875, 24.851972579956055, 24.52108383178711, 26.7258358001709, 46.0725212097168, 27.477670669555664, 18.502426147460938, 19.146038055419922, 24.2022647857666, 23.987810134887695, 26.579301834106445, 37.53128433227539, 46.91914367675781, 34.7522087097168, 23.898494720458984, 22.673093795776367, 24.1895751953125, 19.716259002685547, 20.167308807373047, 31.03669548034668, 26.69025993347168, 25.847618103027344, 22.616992950439453, 23.661399841308594, 24.777584075927734, 18.407140731811523, 15.185346603393555, 18.780445098876953]"
aea7138636948eee.jpg,"[32.366485595703125, 23.739459991455078, 15.726486206054688, 16.58270263671875, 19.971891403198242, 11.431351661682129, 10.79026985168457, 19.20432472229004, 64.02486419677734, 34.646488189697266, 15.162161827087402, 15.156756401062012, 20.03675651550293, 12.816216468811035, 15.739459037780762, 33.47783660888672, 60.776214599609375, 26.298377990722656, 12.760000228881836, 13.968648910522461, 19.377296447753906, 16.894054412841797, 21.330810546875, 42.14162063598633, 27.350269317626953, 15.532973289489746, 11.609729766845703, 15.216216087341309, 25.53729820251465, 20.24108123779297, 19.819459915161133, 27.32756805419922, 43.83783721923828, 24.71135139465332, 17.649730682373047, 21.491891860961914, 26.541622161865234, 16.768648147583008, 13.19567584991455, 21.657297134399414, 98.23892211914062, 36.292972564697266, 17.43027114868164, 20.474594116210938, 24.2702693939209, 16.16864776611328, 15.659459114074707, 41.91351318359375, 89.02702331542969, 31.646486282348633, 13.79026985168457, 18.55135154724121, 29.260540008544922, 26.566486358642578, 23.473512649536133, 42.887569427490234, 36.951351165771484, 18.043243408203125, 14.398919105529785, 22.25189208984375, 33.526485443115234, 25.824865341186523, 21.87459373474121, 27.382701873779297, 41.68973159790039, 19.641080856323242, 12.162161827087402, 16.95026969909668, 26.8421630859375, 21.190269470214844, 17.793514251708984, 25.752431869506836, 97.53837585449219, 43.1729736328125, 16.027027130126953, 16.04756736755371, 23.678918838500977, 20.174053192138672, 17.18378448486328, 35.56864929199219, 88.19135284423828, 42.58053970336914, 23.835676193237305, 27.754594802856445, 29.445405960083008, 17.76108169555664, 13.233513832092285, 31.63567543029785, 38.44648742675781, 26.615135192871094, 20.875675201416016, 28.46702766418457, 33.82810974121094, 18.91891860961914, 13.487567901611328, 19.108108520507812, 29.940540313720703, 16.657297134399414, 9.865945816040039, 13.425946235656738, 21.562162399291992, 16.897296905517578, 14.51567554473877, 22.875675201416016, 65.38702392578125, 31.969730377197266, 14.157837867736816, 13.777297019958496, 18.158918380737305, 14.147027015686035, 15.204324722290039, 34.0670280456543, 59.669189453125, 40.875675201416016, 20.612972259521484, 18.730810165405273, 22.516756057739258, 14.356757164001465, 12.505946159362793, 25.219459533691406, 28.227027893066406, 27.603242874145508, 21.1200008392334, 22.74810791015625, 25.63567543029785, 13.437837600708008, 9.965405464172363, 14.874594688415527]"
